Open time,Open,Close,Volume,CHG,stocRSI,MACD
2022-11-12,17069.98,16812.08,167819.96035,-1.51,17.45,-466.15
2022-11-13,16813.16,16329.85,184960.78846,-2.87,15.73,-481.39
2022-11-14,16331.78,16619.46,380210.7775,1.76,20.48,-444.65
2022-11-15,16617.72,16900.57,282461.84391,1.7,24.17,-376.77
2022-11-16,16900.57,16662.76,261493.40809,-1.41,24.76,-325.19
2022-11-17,16661.61,16692.56,228038.97873,0.19,24.42,-268.72
2022-11-18,16692.56,16700.45,214224.18184,0.05,11.33,-212.92
2022-11-19,16699.43,16700.68,104963.15558,0.01,10.6,-160.48
2022-11-20,16700.68,16280.23,154842.13478,-2.52,10.67,-139.37
2022-11-21,16279.5,15781.29,324096.997753,-3.06,23.22,-143.69
2022-11-22,15781.29,16226.94,239548.06623,2.82,96.51,-103.13
2022-11-23,16227.96,16603.11,264927.70408,2.31,100.0,-40.74
2022-11-24,16603.11,16598.95,206565.92346,-0.03,39.84,7.86
2022-11-25,16599.55,16522.14,182089.49533,-0.47,55.36,40.62
2022-11-26,16521.35,16458.57,181804.81666,-0.38,63.36,62.5
2022-11-27,16457.61,16428.78,162025.47607,-0.18,86.3,78.41
2022-11-28,16428.77,16212.91,252695.40367,-1.31,56.87,77.7
2022-11-29,16212.18,16442.53,248106.25009,1.42,53.33,94.86
2022-11-30,16442.91,17163.64,303019.80719,4.38,100.0,153.47
2022-12-01,17165.53,16977.37,232818.18218,-1.1,89.06,176.73
2022-12-02,16978.0,17092.74,202372.2062,0.68,93.37,195.47
2022-12-03,17092.13,16885.2,154542.57306,-1.21,83.78,189.33
2022-12-04,16885.2,17105.7,178619.13387,1.31,100.0,194.81
2022-12-05,17106.65,16966.35,233703.29225,-0.82,100.0,183.87
2022-12-06,16966.35,17088.96,218730.76883,0.72,88.83,179.52
2022-12-07,17088.96,16836.64,220657.41334,-1.48,53.79,155.19
2022-12-08,16836.64,17224.1,236417.97804,2.3,68.07,160.08
2022-12-09,17224.1,17128.56,238422.06465,-0.55,66.73,151.84
2022-12-10,17128.56,17127.49,140573.97937,-0.01,71.28,141.5
2022-12-11,17127.49,17085.05,155286.47871,-0.25,70.34,127.41
2022-12-12,17085.05,17209.83,226227.49694,0.73,92.81,122.09
2022-12-13,17208.93,17774.7,284462.9139,3.29,100.0,150.35
2022-12-14,17775.82,17803.15,266681.22209,0.15,55.96,163.61
2022-12-15,17804.01,17356.34,223701.96882,-2.51,23.54,136.07
2022-12-16,17356.96,16632.12,253379.04116,-4.18,0.0,66.38
2022-12-17,16631.5,16776.52,144825.66684,0.87,18.74,29.21
2022-12-18,16777.54,16738.21,112619.31646,-0.23,3.44,2.64
2022-12-19,16739.0,16438.88,179094.28305,-1.79,0.0,-32.55
2022-12-20,16438.88,16895.56,248808.92324,2.78,18.55,-22.98
2022-12-21,16896.15,16824.67,156810.96362,-0.42,27.19,-19.47
2022-12-22,16824.68,16821.43,176044.27235,-0.02,4.96,-15.59
2022-12-23,16821.9,16778.5,161612.00947,-0.26,7.59,-14.17
2022-12-24,16778.52,16836.12,100224.29096,0.34,11.29,-7.92
